route_id,direction_id,stop_sequence,stop_id
8,0,16,5121F
8,0,17,5719H
8,0,18,5720F
8,0,19,2608F
8,0,20,5721G
8,0,21,5722F
8,0,22,5723G
8,0,23,5916F
8,0,24,5917F
8,0,25,1985G
8,0,26,2764G
8,0,27,2765
8,0,28,9972F
8,1,0,2708G
8,1,1,2709F
8,1,2,2710G
8,1,3,1984G
8,1,4,5952F
8,1,5,5953F
8,1,6,1258G
8,1,7,5756F
8,1,8,2663G
8,1,9,2669F
8,1,10,2665F
8,1,11,5152G
8,1,12,5161F
8,1,13,2667F
8,1,14,2668
8,1,15,5155
8,1,16,5151
8,1,17,5175
8,1,18,5158
8,1,19,2462F
8,1,20,2463F
8,1,21,2333F
8,1,22,6077F
8,1,23,6109
8,1,24,6427F
8,1,25,6430F
8,1,26,5066F
8,1,27,5068F
8,1,28,6361
9,0,0,3335F
9,0,1,3330F
9,0,2,3317
9,0,3,5042
9,0,4,5874F
9,0,5,5275F
9,0,6,5274F
9,0,7,5308F
9,0,8,2241G
9,0,9,6258
9,0,10,3308F
9,1,0,3360F
9,1,1,6204
9,1,2,2242F
9,1,3,5354H
9,1,4,5279F
9,1,5,5278F
9,1,6,5277F
9,1,7,5039
9,1,8,3321
9,1,9,3337F
9,1,10,3334F
10,0,0,0531
10,0,1,0511
10,0,2,0501
10,0,3,0601
10,0,4,0611
10,0,5,0621
10,0,6,0702
10,0,7,0703
10,0,8,0704
10,0,9,0705
10,0,10,0706
10,0,11,6253
10,0,12,6423F
10,0,13,5024
10,0,14,5025
10,0,15,5026
10,0,16,1984G
10,0,17,5952F
10,0,18,5953F
10,0,19,5920H
10,0,20,4502F
10,1,0,4501F
10,1,1,5921G
10,1,2,5916F
10,1,3,5917F
10,1,4,1985G
10,1,5,5058F
10,1,6,5059
10,1,7,5060
10,1,8,6424F
10,1,9,6209
10,1,10,0722
10,1,11,0723
10,1,12,0724
10,1,13,0725
10,1,14,0726
10,1,15,0626
10,1,16,0616
10,1,17,0606
10,1,18,0506
10,1,19,0516
10,1,20,0526
11,0,0,6314
11,0,1,5405
11,0,2,5406
11,0,3,5404
11,0,4,5408
11,0,5,5409
11,0,6,1047F
11,0,7,5258
11,0,8,2397F
11,0,9,5407F
11,0,10,5413F
11,0,11,5414F
11,0,12,5415F
11,0,13,5416F
11,0,14,5418
11,0,15,5419
11,0,16,5420F
11,0,17,5421
11,0,18,5422
11,0,19,5423
11,0,20,2077
11,0,21,2086
11,0,22,5426
11,0,23,5269F
11,0,24,5270F
11,0,25,5271F
11,0,26,5272F
11,0,27,5223F
11,0,28,5225F
11,0,29,5227F
11,0,30,5229F
11,1,0,5230F
11,1,1,5228F
11,1,2,5226F
11,1,3,5224F
11,1,4,5281G
11,1,5,5282F
11,1,6,5283F
11,1,7,5284F
11,1,8,5427
11,1,9,2014
11,1,10,2026
11,1,11,5430
11,1,12,5452
11,1,13,5453
11,1,14,5454F
11,1,15,5455
11,1,16,5456
11,1,17,5451F
11,1,18,5459F
11,1,19,5460F
11,1,20,5461F
11,1,21,5462F
11,1,22,5468
11,1,23,3481
11,1,24,5208
11,1,25,1046G
11,1,26,5466
11,1,27,5467
11,1,28,5475
11,1,29,5469
11,1,30,5470
11,1,31,6361
12,0,0,0470F
12,0,1,6864F
12,0,2,6865F
12,0,3,1675F
12,0,4,1677F
12,0,5,1679F
12,0,6,1681F
12,0,7,1683F
12,0,8,1685F
12,0,9,1687F
12,1,0,1686F
12,1,1,1684F
12,1,2,1682F
12,1,3,1680F
12,1,4,1678F
12,1,5,1676F
12,1,6,1674F
12,1,7,1014F
12,1,8,6805F
12,1,9,0473F
13,0,0,5103
13,0,1,5102F
13,0,2,5105F
13,0,3,1306F
13,0,4,1094F
13,0,5,1064
13,0,6,1111
13,0,7,5108
13,0,8,5109
13,0,9,0471
13,0,10,6864F
13,0,11,6865F
13,0,12,6866F
13,0,13,6867F
13,0,14,6869G
13,0,15,2805F
13,0,16,5081F
13,0,17,5082
13,0,18,4958F
13,0,19,2636F
13,0,20,5086F
13,1,0,5001F
13,1,1,2637F
13,1,2,4955F
13,1,3,5003
13,1,4,5010
13,1,5,2869
13,1,6,6800F
13,1,7,6803F
13,1,8,6804F
13,1,9,1014F
13,1,10,6805F
13,1,11,0472
13,1,12,5165
13,1,13,5166
13,1,14,5172F
13,1,15,1199F
13,1,16,1236F
13,1,17,1307F
13,1,18,5168F
13,1,19,5174F
13,1,20,5170
14,0,0,4273F
14,0,1,4002G
14,0,2,4003G
14,0,3,1308G
14,0,4,4005F
14,0,5,4006G
14,0,6,4007G
14,0,7,4022
14,0,8,6004
14,0,9,6005
14,0,10,3253F
14,0,11,3257F
14,0,12,3263F
14,0,13,6648F
14,0,14,6650G
14,0,15,6659F
14,0,16,6657
14,0,17,0631
14,0,18,2539F
14,0,19,2544F
14,0,20,2548F
14,0,21,5718
14,0,22,5123
14,0,23,5120
14,0,24,5119
14,0,25,2603
14,0,26,2604F
14,0,27,5121F
14,0,28,5719H
14,0,29,5720F
14,0,30,2608F
14,0,31,5721G
14,0,32,5722F
14,0,33,5723G
14,0,34,5724
14,0,35,5725
14,0,36,5729
14,0,37,5727F
14,1,0,5731F
14,1,1,5751
14,1,2,5753F
14,1,3,5754
14,1,4,1258G
14,1,5,5756F
14,1,6,2663G
14,1,7,2669F
14,1,8,2665F
14,1,9,5152G
14,1,10,5161F
14,1,11,2667F
14,1,12,2668
14,1,13,5155
14,1,14,5151
14,1,15,5159F
14,1,16,5757F
14,1,17,2672F
14,1,18,2670F
14,1,19,2671F
14,1,20,0636
14,1,21,6601
14,1,22,2401F
14,1,23,6608G
14,1,24,3228F
14,1,25,3226F
14,1,26,3225F
14,1,27,3230F
14,1,28,6070
14,1,29,6071
14,1,30,4053G
14,1,31,4054G
14,1,32,4055G
14,1,33,4066F
14,1,34,1310
14,1,35,4058F
14,1,36,4059F
14,1,37,4270F
15,0,0,1290
15,0,1,5402
15,0,2,5399F
15,0,3,5403
15,0,4,5010
15,0,5,2869
15,0,6,5006
15,0,7,5007F
15,0,8,5008F
15,0,9,5009F
15,0,10,5011F
15,0,11,5015
15,0,12,5013F
15,0,13,5014
15,0,14,6651
15,0,15,2851F
15,0,16,6654F
15,0,17,6653F
15,0,18,6650G
15,0,19,6659F
15,0,20,6657
15,0,21,0702
15,0,22,0703
15,0,23,0704
15,0,24,0705
15,0,25,0706
15,0,26,6253
15,0,27,6423F
15,0,28,5024
15,0,29,5025
15,0,30,5026
15,0,31,1984G
15,0,32,1926G
15,0,33,2165F
15,0,34,5817F
15,0,35,5825
15,0,36,5826
15,0,37,5823
15,0,38,1110
15,1,0,5822F
15,1,1,5824
15,1,2,5860
15,1,3,1961G
15,1,4,1962F
15,1,5,2166F
15,1,6,1964F
15,1,7,5853G
15,1,8,1985G
15,1,9,5058F
15,1,10,5059
15,1,11,5060
15,1,12,6424F
15,1,13,6209
15,1,14,0722
15,1,15,0723
15,1,16,0724
15,1,17,0725
15,1,18,0726
15,1,19,6601
15,1,20,2401F
15,1,21,6608G
15,1,22,6649F
15,1,23,6604F
15,1,24,2848F
15,1,25,6607
15,1,26,5071
15,1,27,5072
15,1,28,5089
15,1,29,5074F
15,1,30,5076F
15,1,31,5077
15,1,32,5078F
15,1,33,5079
15,1,34,5080
15,1,35,5081F
15,1,36,5471
15,1,37,5398F
15,1,38,5472
15,1,39,1289
16,0,0,4262F
16,0,1,4002G
16,0,2,4003G
16,0,3,1308G
16,0,4,4005F
16,0,5,4006G
16,0,6,4007G
16,0,7,4022
16,0,8,6004
16,0,9,6005
16,0,10,3253F
16,0,11,3257F
16,0,12,3263F
16,0,13,6648F
16,0,14,6650G
16,0,15,6659F
16,0,16,6657
16,0,17,0631
16,0,18,2539F
16,0,19,2544F
16,0,20,2548F
16,0,21,5718
16,0,22,5123
16,0,23,5120
16,0,24,5119
16,0,25,2603
16,0,26,2604F
16,0,27,5121F
16,0,28,5719H
16,0,29,5720F
16,0,30,2608F
16,0,31,5721G
16,0,32,5722F
16,0,33,5723G
16,0,34,5724
16,0,35,5725
16,0,36,5729
16,0,37,5726F
16,1,0,5732F
16,1,1,5751
16,1,2,5753F
16,1,3,5754
16,1,4,1258G
16,1,5,5756F
16,1,6,2663G
16,1,7,2669F
16,1,8,2665F
16,1,9,5152G
16,1,10,5161F
16,1,11,2667F
16,1,12,2668
16,1,13,5155
16,1,14,5151
16,1,15,5159F
16,1,16,5757F
16,1,17,2672F
16,1,18,2670F
16,1,19,2671F
16,1,20,0636
16,1,21,6601
16,1,22,2401F
16,1,23,6608G
16,1,24,3228F
16,1,25,3226F
16,1,26,3225F
16,1,27,3230F
16,1,28,6070
16,1,29,6071
16,1,30,4053G
16,1,31,4054G
16,1,32,4055G
16,1,33,4066F
16,1,34,1310
16,1,35,4058F
16,1,36,4059F
16,1,37,4263F
17,0,0,3107
17,0,1,3177
17,0,2,3171
17,0,3,3172
17,0,4,3173
17,0,5,3174
17,0,6,3175B
17,0,7,3176
17,0,8,5362
17,0,9,5045
17,0,10,9311
17,1,0,9311
17,1,1,5046
17,1,2,5361
17,1,3,3126
17,1,4,3101
17,1,5,3102
17,1,6,3103
17,1,7,3104
17,1,8,3105
17,1,9,3107
18,0,0,9600B
18,0,1,3017
18,0,2,5048
18,0,3,2695
18,0,4,2250
18,0,5,1270B
18,0,6,1162C
18,0,7,6432
18,0,8,1780
18,1,0,1780
18,1,1,6433
18,1,2,1131B
18,1,3,1418B
18,1,4,2247
18,1,5,4556
18,1,6,5044
18,1,7,3018
18,1,8,9600B
19,0,0,3201
19,0,1,3199
19,0,2,3203
19,0,3,3204
19,0,4,3214
19,0,5,2924
19,0,6,3361
19,0,7,3425
19,0,8,3458
19,0,9,3466
19,0,10,2695
19,0,11,3468
19,0,12,4500
19,0,13,4505
19,0,14,3904
19,0,15,3905
19,0,16,3911
19,0,17,6454
19,0,18,1563
19,0,19,3216
19,0,20,3707
19,0,21,1463
19,0,22,1464
19,0,23,1270B
19,0,24,1476
19,0,25,1497B
19,0,26,1160
19,0,27,1162C
19,1,0,1262B
19,1,1,1132
19,1,2,1133
19,1,3,1416
19,1,4,2083
19,1,5,1402B
19,1,6,1419
19,1,7,1403
19,1,8,3251
19,1,9,1516
19,1,10,6451
19,1,11,6448
19,1,12,3956
19,1,13,3957
19,1,14,3961
19,1,15,4558
19,1,16,4555
19,1,17,4556
19,1,18,3450
19,1,19,3404
19,1,20,3424
19,1,21,3306
19,1,22,3420
19,1,23,1893
19,1,24,3279
19,1,25,3280
19,1,26,3201
20,0,0,4111
20,0,1,1179
20,0,2,1180
20,0,3,1183
20,0,4,4152
20,0,5,1303
20,0,6,2422
20,0,7,4158
20,0,8,4163
20,0,9,1710
20,0,10,9103
20,0,11,1065
20,0,12,1066
20,0,13,1067
20,0,14,1711
20,0,15,1599
20,0,16,2850
20,0,17,1328
20,0,18,1721
20,0,19,1722
20,0,20,1727
20,1,0,1732
20,1,1,1743
20,1,2,1744
20,1,3,1334
20,1,4,2849
20,1,5,1606
20,1,6,1746
20,1,7,1008
20,1,8,1009
20,1,9,1010
20,1,10,1747
20,1,11,1748
20,1,12,4112
20,1,13,4105
20,1,14,2423
20,1,15,2519
20,1,16,4116
20,1,17,1112
20,1,18,1114B
20,1,19,1115
20,1,20,4111
21,0,0,4264B
21,0,1,6481
21,0,2,4228
21,0,3,4205
21,0,4,4221
21,0,5,4223
21,0,6,1328
21,0,7,1721
21,0,8,1722
21,0,9,1368
21,0,10,1768
21,0,11,2801
21,0,12,2803
21,0,13,6800
21,0,14,2584
21,0,15,2586
21,0,16,1775
21,0,17,1782
21,0,18,5009
21,0,19,5011
21,0,20,1019
21,0,21,1351
21,0,22,1349
21,0,23,1016
21,0,24,1024
21,0,25,1083
21,1,0,1082
21,1,1,1052
21,1,2,1051
21,1,3,1348
21,1,4,1350
21,1,5,1056
21,1,6,5074
21,1,7,5076
21,1,8,1766
21,1,9,1767
21,1,10,2515B
21,1,11,2498
21,1,12,6869
21,1,13,2871
21,1,14,2873
21,1,15,1755
21,1,16,1103
21,1,17,1743
21,1,18,1744
21,1,19,4071
21,1,20,4072
21,1,21,4069
21,1,22,4261
21,1,23,4268
21,1,24,6482
21,1,25,4265
22,0,0,4297
22,0,1,4298
22,0,2,4299
22,0,3,4310
22,0,4,4311
22,0,5,1453
22,0,6,4313
22,0,7,4347
22,0,8,4349
22,0,9,4342
22,0,10,4289
22,0,11,4288
22,0,12,4290
22,0,13,1472
22,0,14,4319
22,0,15,9059
22,1,0,9059
22,1,1,4287
22,1,2,4292
22,1,3,4341
22,1,4,4351
22,1,5,4348
22,1,6,4355
22,1,7,1455
22,1,8,4357
22,1,9,4358
22,1,10,4293
22,1,11,4294
22,1,12,4295
22,1,13,4296
22,1,14,4297
23,0,0,1142
23,0,1,1102
23,0,2,4598
23,0,3,1095
23,0,4,1105
23,0,5,1306
23,0,6,1118B
23,0,7,1119
23,0,8,1096
23,0,9,1097
23,0,10,2073
23,0,11,2081
23,0,12,4111
23,0,13,1792
23,0,14,5013B
23,0,15,1351
23,0,16,1349
23,0,17,1016
23,0,18,1024
23,0,19,1083
23,0,20,1900
23,1,0,1900
23,1,1,1030
23,1,2,1052
23,1,3,1051
23,1,4,1348
23,1,5,1350
23,1,6,4213
23,1,7,4214
23,1,8,1793
23,1,9,2082
23,1,10,2072
23,1,11,1197
23,1,12,1198
23,1,13,1120
23,1,14,4066
23,1,15,1307
23,1,16,1190
23,1,17,1209
23,1,18,4661B
23,1,19,1193
23,1,20,1194
24,0,0,1183
24,0,1,4152
24,0,2,1303
24,0,3,4153
24,0,4,4156
24,0,5,4157
24,0,6,4158
24,0,7,4163
24,0,8,4159
24,0,9,4160
24,0,10,4168
24,0,11,4169
24,0,12,4162
24,0,13,4165
24,0,14,4004
24,0,15,4002B
24,0,16,1099
24,0,17,1116
24,0,18,1102
24,0,19,4598
24,0,20,4599
24,0,21,4600
24,0,22,4601
24,0,23,4602
24,0,24,4658
24,0,25,4659
24,0,26,3238
24,0,27,3252
24,0,28,3281
24,0,29,3282
24,0,30,4014
24,1,0,4014
24,1,1,3231
24,1,2,3232
24,1,3,3233
24,1,4,3239
24,1,5,3235
24,1,6,3236
24,1,7,4653
24,1,8,4655
24,1,9,4656
24,1,10,4657
24,1,11,4661B
24,1,12,1193
24,1,13,1195
24,1,14,1196
24,1,15,4059
24,1,16,4010
24,1,17,4062
24,1,18,4101
24,1,19,4109
24,1,20,4115
24,1,21,4103
24,1,22,4104
24,1,23,4112
24,1,24,4105
24,1,25,4106
24,1,26,4107
24,1,27,4110
24,1,28,2519
24,1,29,4116
24,1,30,1112
25,0,0,5451F
25,0,1,5459F
25,0,2,5460F
25,0,3,5461F
25,0,4,5462F
25,0,5,5468
25,0,6,3480
25,0,7,5264F
25,0,8,5261
25,0,9,5265F
25,0,10,5267
25,0,11,5352
25,0,12,0906
25,0,13,0806
25,0,14,0816
25,0,15,0826
25,0,16,2241G
25,0,17,6258
25,0,18,3308F
25,0,19,2793F
25,0,20,2794F
25,0,21,6419F
25,0,22,6260F
25,0,23,2726F
25,0,24,5714
25,0,25,0521
25,0,26,0539
25,1,0,0539
25,1,1,0536
25,1,2,5762
25,1,3,2720F
25,1,4,6201F
25,1,5,6202
25,1,6,2794F
25,1,7,2793F
25,1,8,3360F
25,1,9,6204
25,1,10,2242F
25,1,11,2246F
25,1,12,0821
25,1,13,0811
25,1,14,0801
25,1,15,0901
25,1,16,5312
25,1,17,5311
25,1,18,5266F
25,1,19,5205
25,1,20,5200F
25,1,21,2397F
25,1,22,5407F
25,1,23,5413F
25,1,24,5414F
25,1,25,5415F
25,1,26,5416F
26,0,0,5041F
26,0,1,5361F
26,0,2,2902
26,0,3,2903F
26,0,4,5872
26,0,5,5802
26,0,6,5803G
26,0,7,5804G
26,0,8,5805
26,0,9,5710F
26,0,10,5711F
26,0,11,2876F
26,0,12,2726F
26,0,13,5714
26,0,14,0521
26,0,15,0529
26,1,0,0529
26,1,1,0536
26,1,2,5762
26,1,3,2720F
26,1,4,2786F
26,1,5,5765F
26,1,6,5766
26,1,7,5865
26,1,8,5866
26,1,9,5867F
26,1,10,5868
26,1,11,5801
26,1,12,2900F
26,1,13,2901
26,1,14,5362F
26,1,15,5039
27,0,0,1262B
27,0,1,1132
27,0,2,1133
27,0,3,1134
27,0,4,1135
27,0,5,1136
27,0,6,2283
27,0,7,1113
27,0,8,1139
27,0,9,1140
27,0,10,1141
27,0,11,1138
27,0,12,1522
27,0,13,3899
27,0,14,3900
27,0,15,2430
27,0,16,3920
27,0,17,3902
27,0,18,3903
27,0,19,2429
27,1,0,2429
27,1,1,3958
27,1,2,3959
27,1,3,3962
27,1,4,2431
27,1,5,3909
27,1,6,3910
27,1,7,3919
27,1,8,1150
27,1,9,1152
27,1,10,1153
27,1,11,1154
27,1,12,2287
27,1,13,1156
27,1,14,1157
27,1,15,1158
27,1,16,1476
27,1,17,1497B
27,1,18,1160
27,1,19,1162C
28,0,0,2919
28,0,1,6021
28,0,2,1403
28,0,3,1404
28,0,4,6449
28,0,5,1406
28,0,6,1424
28,0,7,1140
28,0,8,1141
28,0,9,1408
28,0,10,6476
28,0,11,1410
28,0,12,1421
28,0,13,1412
28,0,14,1422
28,0,15,1423
28,0,16,1415
28,0,17,1831
28,0,18,1830
28,1,0,1830
28,1,1,1832
28,1,2,1833B
28,1,3,1451
28,1,4,1450
28,1,5,1454
28,1,6,1449
28,1,7,1456
28,1,8,6477
28,1,9,1458
28,1,10,1152
28,1,11,1153
28,1,12,1459
28,1,13,1460
28,1,14,6450
28,1,15,1462
28,1,16,6055
28,1,17,6056
28,1,18,2919
29,0,0,2594
29,0,1,1820
29,0,2,2296
29,0,3,6445
29,0,4,3072
29,0,5,3353
29,0,6,3354
29,0,7,1508
29,0,8,1509
29,0,9,2680
29,0,10,1512
29,0,11,1513
29,0,12,1514
29,0,13,1515
29,0,14,1516
29,0,15,6451
29,0,16,1518
29,0,17,1519
29,0,18,1520
29,0,19,1521
29,0,20,1522
29,0,21,3899
29,0,22,1529
29,0,23,1379
29,0,24,1540
29,0,25,1525
29,0,26,1526
29,0,27,1527
29,0,28,1528
29,1,0,1528
29,1,1,1552
29,1,2,1553
29,1,3,1554
29,1,4,1550
29,1,5,1385
29,1,6,1578
29,1,7,3910
29,1,8,1557
29,1,9,1558
29,1,10,1559
29,1,11,1560
29,1,12,1561
29,1,13,6454
29,1,14,1563
29,1,15,3216
29,1,16,1565
29,1,17,1566
29,1,18,1567
29,1,19,1568
29,1,20,3219
29,1,21,1569B
29,1,22,1570
29,1,23,1571
29,1,24,3358
29,1,25,3359
29,1,26,3062
29,1,27,6442
29,1,28,6447
29,1,29,2301
29,1,30,2595
29,1,31,2594
30,0,0,1201
30,0,1,1203
30,0,2,1487
30,0,3,3752
30,0,4,3751
30,0,5,3756
30,0,6,3755
30,0,7,2319
30,0,8,2518
30,0,9,2256B
30,0,10,2257B
30,0,11,6858C
30,0,12,2259
30,0,13,2260
30,0,14,2261
30,0,15,2262
30,0,16,2405
30,0,17,2264
30,0,18,1894
30,0,19,2267
30,0,20,2833
30,0,21,2269
30,0,22,2587
30,0,23,1896
30,1,0,1896
30,1,1,9025
30,1,2,2209
30,1,3,2835
30,1,4,2211
30,1,5,2303
30,1,6,2212
30,1,7,2213
30,1,8,2403
30,1,9,2215
30,1,10,2216
30,1,11,2217
30,1,12,2218
30,1,13,6809
30,1,14,2220
30,1,15,2535B
30,1,16,2323
30,1,17,2373
30,1,18,2375
30,1,19,3713
30,1,20,3712
30,1,21,3718
30,1,22,3717
30,1,23,2476
30,1,24,1201
31,0,0,2788
31,0,1,2739
31,0,2,1167
31,0,3,1168
31,0,4,1169
31,0,5,1801
31,0,6,2402
31,0,7,2334B
31,0,8,2404
31,0,9,5115
31,0,10,2738
31,0,11,2734
31,0,12,1015
31,0,13,5915
31,0,14,5719
31,0,15,2952B
31,0,16,2732
31,1,0,2732
31,1,1,2616B
31,1,2,2939B
31,1,3,5152
31,1,4,5161
31,1,5,1085
31,1,6,2735
31,1,7,2736
31,1,8,2462
31,1,9,2463
31,1,10,2333
31,1,11,2465
31,1,12,2467
31,1,13,1125
31,1,14,1126
31,1,15,1127
31,1,16,2840
31,1,17,2787
32,0,0,3633C
32,0,1,2212
